Customer_Code,Family_Code,Channel,Product_Group,Postdate,Material_Code,Sale_Value
100000003,100000566,Integrate,Others Animal Health,18/1/2019 0:00,Q000011509,47500
100000003,100000566,Integrate,Others Animal Health,1/2/2019 0:00,Q000011416,18000
100000003,100000566,Integrate,Others Animal Health,9/2/2019 0:00,Q000011417,8340
100000003,100000566,Integrate,Others Animal Health,15/2/2019 0:00,Q000010959,27000
100000003,100000566,Integrate,Others Animal Health,16/2/2019 0:00,Q000011414,15600
100000003,100000566,Integrate,Others Animal Health,18/2/2019 0:00,Q000011417,25020
100000003,100000566,Integrate,Others Animal Health,18/2/2019 0:00,Q000011421,40800
100000003,100000566,Integrate,Others Animal Health,18/2/2019 0:00,Q000011509,79800
100000003,100000566,Integrate,Others Animal Health,1/3/2019 0:00,Q000011417,16680
100000003,100000566,Integrate,Others Animal Health,2/3/2019 0:00,Q000011416,3600
100000003,100000566,Integrate,Others Animal Health,2/3/2019 0:00,Q000011417,8340
100000003,100000566,Integrate,Others Animal Health,20/3/2019 0:00,Q000011416,3600
100000003,100000566,Integrate,Others Animal Health,1/4/2019 0:00,Q000011416,5400
100000003,100000566,Integrate,Others Animal Health,1/4/2019 0:00,Q000011417,16680
100000003,100000566,Integrate,Others Animal Health,1/4/2019 0:00,Q000011509,43700
100000003,100000566,Integrate,Others Animal Health,2/4/2019 0:00,Q000011417,16680
100000003,100000566,Integrate,Others Animal Health,4/4/2019 0:00,Q000011416,19800
100000003,100000566,Integrate,Others Animal Health,18/4/2019 0:00,Q000011416,3600
100000003,100000566,Integrate,Others Animal Health,2/5/2019 0:00,Q000011417,20155
100000003,100000566,Integrate,Others Animal Health,3/5/2019 0:00,Q000011509,38000
100000003,100000566,Integrate,Others Animal Health,10/5/2019 0:00,Q000011417,20850
100000003,100000566,Integrate,Others Animal Health,10/5/2019 0:00,Q000011509,47500
100000003,100000566,Integrate,Others Animal Health,4/6/2019 0:00,Q000011417,15290
100000003,100000566,Integrate,Others Animal Health,8/6/2019 0:00,Q000011417,3475
100000004,100000004,Farm,Antibiotic,4/2/2019 0:00,C000000508,53000
100000004,100000004,Farm,Antibiotic,8/2/2019 0:00,C000000476,9500
100000004,100000004,Farm,Antibiotic,18/2/2019 0:00,C000000597,37500
100000004,100000004,Farm,Antibiotic,20/2/2019 0:00,C000000508,53000
100000004,100000004,Farm,Antibiotic,7/3/2019 0:00,C000000508,53000
100000004,100000004,Farm,Antibiotic,22/3/2019 0:00,C000000508,53000
100000004,100000004,Farm,Antibiotic,27/3/2019 0:00,C000000597,75000
100000004,100000004,Farm,Antibiotic,2/4/2019 0:00,C000000508,52000
100000004,100000004,Farm,Antibiotic,2/4/2019 0:00,C000000597,75000
100000004,100000004,Farm,Antibiotic,7/5/2019 0:00,C000000597,75000
100000004,100000004,Farm,Antibiotic,25/6/2019 0:00,C000000508,52000
100000004,100000004,Farm,Disinfectants,21/1/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Disinfectants,21/1/2019 0:00,Q000011523,15000
100000004,100000004,Farm,Disinfectants,29/1/2019 0:00,Q000011523,15000
100000004,100000004,Farm,Disinfectants,13/2/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Disinfectants,1/3/2019 0:00,Q000011523,15000
100000004,100000004,Farm,Disinfectants,7/3/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Disinfectants,21/3/2019 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,27/3/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Disinfectants,3/4/2019 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,10/4/2019 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,23/4/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Disinfectants,8/5/2019 0:00,Q000011523,15000
100000004,100000004,Farm,Disinfectants,15/5/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Disinfectants,19/6/2019 0:00,Q000010992,6000
100000004,100000004,Farm,Feed Additive,2/1/2019 0:00,V170400017,46000
100000004,100000004,Farm,Feed Additive,10/1/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,10/1/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,23/1/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,23/1/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,8/2/2019 0:00,V170500002,80000
100000004,100000004,Farm,Feed Additive,9/2/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,9/2/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,9/2/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,12/2/2019 0:00,V170400017,45000
100000004,100000004,Farm,Feed Additive,16/2/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,26/2/2019 0:00,V170500002,77000
100000004,100000004,Farm,Feed Additive,27/2/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,15/3/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,15/3/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,15/3/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,27/3/2019 0:00,V170400017,43000
100000004,100000004,Farm,Feed Additive,27/3/2019 0:00,V170500002,75000
100000004,100000004,Farm,Feed Additive,27/3/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,27/3/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,27/3/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,2/4/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,2/4/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,2/4/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,18/4/2019 0:00,V170500002,73000
100000004,100000004,Farm,Feed Additive,22/4/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,29/4/2019 0:00,V170400017,195000
100000004,100000004,Farm,Feed Additive,29/4/2019 0:00,V230000027,90000
100000004,100000004,Farm,Feed Additive,7/5/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,10/5/2019 0:00,V170500002,72000
100000004,100000004,Farm,Feed Additive,14/5/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,14/5/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,15/5/2019 0:00,V230000027,90000
100000004,100000004,Farm,Feed Additive,28/5/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,28/5/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,5/6/2019 0:00,V230000027,90000
100000004,100000004,Farm,Feed Additive,5/6/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,5/6/2019 0:00,V340200002,5000
100000004,100000004,Farm,Feed Additive,12/6/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,12/6/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,14/6/2019 0:00,V170500002,30600
100000004,100000004,Farm,Feed Additive,18/6/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,20/6/2019 0:00,V170500002,72000
100000004,100000004,Farm,Feed Additive,25/6/2019 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,25/6/2019 0:00,V340100005,18000
100000004,100000004,Farm,Feed Additive,29/6/2019 0:00,V170400017,190000
100000004,100000004,Farm,Injection,10/1/2019 0:00,C000000293,15000
100000004,100000004,Farm,Injection,18/1/2019 0:00,C000000263,9600
100000004,100000004,Farm,Injection,29/1/2019 0:00,C000000263,19200
100000004,100000004,Farm,Injection,29/1/2019 0:00,C000000277,2880
100000004,100000004,Farm,Injection,13/2/2019 0:00,C000000263,9600
100000004,100000004,Farm,Injection,20/2/2019 0:00,C000000263,9600
100000004,100000004,Farm,Injection,20/2/2019 0:00,C000000293,9000
100000004,100000004,Farm,Injection,7/3/2019 0:00,C000000277,2880
100000004,100000004,Farm,Injection,23/4/2019 0:00,C000000277,2880
100000004,100000004,Farm,Injection,12/6/2019 0:00,C000000293,5000
100000004,100000004,Farm,Injection,18/6/2019 0:00,C000000277,2880
100000004,100000004,Farm,Others Animal Health,10/1/2019 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,29/1/2019 0:00,C000000245,2750
100000004,100000004,Farm,Others Animal Health,29/1/2019 0:00,Q000011416,5775
100000004,100000004,Farm,Others Animal Health,20/2/2019 0:00,C000000245,2750
100000004,100000004,Farm,Others Animal Health,1/3/2019 0:00,C000000245,2750
100000004,100000004,Farm,Others Animal Health,7/3/2019 0:00,C000000245,2750
100000004,100000004,Farm,Others Animal Health,7/3/2019 0:00,C000000561,50000
100000004,100000004,Farm,Others Animal Health,27/3/2019 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,29/3/2019 0:00,C000000245,5500
100000004,100000004,Farm,Others Animal Health,3/4/2019 0:00,C000000188,14940
100000004,100000004,Farm,Others Animal Health,5/4/2019 0:00,C000000245,5500
100000004,100000004,Farm,Others Animal Health,29/4/2019 0:00,C000000561,25000
100000004,100000004,Farm,Others Animal Health,29/4/2019 0:00,Q000011416,5775
100000004,100000004,Farm,Others Animal Health,23/5/2019 0:00,C000000561,25000
100000004,100000004,Farm,Others Animal Health,4/6/2019 0:00,C000000245,2750
100000004,100000004,Farm,Others Animal Health,12/6/2019 0:00,Q000011416,5775
100000004,100000004,Farm,Others Animal Health,18/6/2019 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,18/6/2019 0:00,C000000245,2750
100000004,100000004,Farm,Others Animal Health,18/6/2019 0:00,C000000561,25000
100000004,100000004,Farm,Vaccines,27/2/2019 0:00,C000001306,130000
100000004,100000004,Farm,Vaccines,27/2/2019 0:00,C000001307,0
100000004,100000004,Farm,Vaccines,2/4/2019 0:00,C000001306,130000
100000004,100000004,Farm,Vaccines,2/4/2019 0:00,C000001307,0
100000004,100000004,Farm,Vaccines,3/5/2019 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,7/5/2019 0:00,C000001306,130000
100000004,100000004,Farm,Vaccines,7/5/2019 0:00,C000001307,0
100000004,100000004,Farm,Vaccines,13/5/2019 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,23/5/2019 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,29/5/2019 0:00,C000001214,60800
100000004,100000004,Farm,Vaccines,30/5/2019 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,18/6/2019 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,25/6/2019 0:00,C000001306,130000
100000004,100000004,Farm,Vaccines,25/6/2019 0:00,C000001307,0
100000006,100000006,Agent,Feed Additive,2/1/2019 0:00,V170400017,49000
100000006,100000006,Agent,Feed Additive,4/1/2019 0:00,V160300013,40500
100000006,100000006,Agent,Feed Additive,14/2/2019 0:00,V170400017,48000
100000006,100000006,Agent,Feed Additive,27/2/2019 0:00,V160300013,40500
100000006,100000006,Agent,Feed Additive,8/3/2019 0:00,V170400017,48000
100000006,100000006,Agent,Feed Additive,2/4/2019 0:00,V170400017,47000
100000006,100000006,Agent,Feed Additive,11/4/2019 0:00,V170400017,47000
100000006,100000006,Agent,Feed Additive,29/4/2019 0:00,V170400017,47000
100000006,100000006,Agent,Feed Additive,3/5/2019 0:00,V170700011,21000
100000006,100000006,Agent,Feed Additive,14/5/2019 0:00,V160300013,40500
100000006,100000006,Agent,Feed Additive,27/5/2019 0:00,V170400017,47000
100000006,100000006,Agent,Feed Additive,17/6/2019 0:00,V170400017,47000
100000010,100000010,Farm,Feed Additive,8/1/2019 0:00,V170400017,48000
100000010,100000010,Farm,Feed Additive,22/2/2019 0:00,V170400017,90000
100000010,100000010,Farm,Feed Additive,26/2/2019 0:00,V170500002,38000
100000010,100000010,Farm,Feed Additive,9/4/2019 0:00,V170400017,80000
100000010,100000010,Farm,Feed Additive,25/4/2019 0:00,V170500002,19250
100000010,100000010,Farm,Feed Additive,25/4/2019 0:00,V170700002,20500
100000014,100000014,Agent,Others Animal Health,12/6/2019 0:00,Q000044373,0
100000025,100000025,Industrial,Disinfectants,29/1/2019 0:00,Q000011389,20250
100000025,100000025,Industrial,Disinfectants,12/3/2019 0:00,Q000011389,20250
100000025,100000025,Industrial,Disinfectants,20/4/2019 0:00,Q000011389,18000
100000028,100000002,Integrate,Vaccines,6/2/2019 0:00,C000000291,0
100000028,100000002,Integrate,Vaccines,6/2/2019 0:00,C000000298,55000
100000028,100000002,Integrate,Vaccines,6/2/2019 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,6/2/2019 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,6/2/2019 0:00,C000001201,102000
100000028,100000002,Integrate,Vaccines,6/2/2019 0:00,C000001240,213000
100000028,100000002,Integrate,Vaccines,18/2/2019 0:00,C000000105,18700
100000028,100000002,Integrate,Vaccines,20/2/2019 0:00,C000000641,461250
100000028,100000002,Integrate,Vaccines,12/3/2019 0:00,C000000291,0
100000028,100000002,Integrate,Vaccines,12/3/2019 0:00,C000000298,165000
100000028,100000002,Integrate,Vaccines,12/3/2019 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,12/3/2019 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,12/3/2019 0:00,C000001201,102000
100000028,100000002,Integrate,Vaccines,12/3/2019 0:00,C000001240,213000
100000028,100000002,Integrate,Vaccines,21/3/2019 0:00,C000000291,0
100000028,100000002,Integrate,Vaccines,21/3/2019 0:00,C000001201,136000
100000028,100000002,Integrate,Vaccines,28/3/2019 0:00,C000000105,50700
100000028,100000002,Integrate,Vaccines,28/3/2019 0:00,C000000671,0
100000028,100000002,Integrate,Vaccines,2/4/2019 0:00,C000000641,205000
100000028,100000002,Integrate,Vaccines,20/4/2019 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,20/4/2019 0:00,C000000877,25840
100000028,100000002,Integrate,Vaccines,22/4/2019 0:00,C000000105,50000
100000028,100000002,Integrate,Vaccines,22/4/2019 0:00,C000000641,266500
100000028,100000002,Integrate,Vaccines,22/4/2019 0:00,C000000671,0
100000028,100000002,Integrate,Vaccines,25/4/2019 0:00,C000000291,0
100000028,100000002,Integrate,Vaccines,25/4/2019 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,25/4/2019 0:00,C000001201,238000
100000028,100000002,Integrate,Vaccines,25/4/2019 0:00,C000001240,355000
100000028,100000002,Integrate,Vaccines,2/5/2019 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,2/5/2019 0:00,C000000877,25840
100000028,100000002,Integrate,Vaccines,20/5/2019 0:00,C000000105,18700
100000028,100000002,Integrate,Vaccines,20/5/2019 0:00,C000000641,369000
100000028,100000002,Integrate,Vaccines,23/5/2019 0:00,C000000291,0
100000028,100000002,Integrate,Vaccines,23/5/2019 0:00,C000001201,714000
100000028,100000002,Integrate,Vaccines,28/5/2019 0:00,C000000298,55000
100000028,100000002,Integrate,Vaccines,28/5/2019 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,28/5/2019 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,28/5/2019 0:00,C000001240,284000
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000142,8400
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000298,165000
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000343,0
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000641,102500
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,25/6/2019 0:00,C000001240,568000
100000031,100000002,Integrate,Antibiotic,9/1/2019 0:00,C000000841,16500
100000031,100000002,Integrate,Vaccines,7/2/2019 0:00,C000000647,0
100000031,100000002,Integrate,Vaccines,7/2/2019 0:00,C000001240,284000
100000031,100000002,Integrate,Vaccines,13/2/2019 0:00,C000000291,0
100000031,100000002,Integrate,Vaccines,13/2/2019 0:00,C000001201,30600
100000031,100000002,Integrate,Vaccines,26/3/2019 0:00,C000000298,313500
100000031,100000002,Integrate,Vaccines,26/3/2019 0:00,C000000324,0
100000031,100000002,Integrate,Vaccines,26/3/2019 0:00,C000000647,0
100000031,100000002,Integrate,Vaccines,26/3/2019 0:00,C000001240,624800
100000031,100000002,Integrate,Vaccines,1/4/2019 0:00,C000000126,45000
100000031,100000002,Integrate,Vaccines,1/4/2019 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,20/4/2019 0:00,C000000126,129600
100000031,100000002,Integrate,Vaccines,20/4/2019 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,25/4/2019 0:00,C000000298,55000
100000031,100000002,Integrate,Vaccines,25/4/2019 0:00,C000000324,0
100000031,100000002,Integrate,Vaccines,25/4/2019 0:00,C000000647,0
100000031,100000002,Integrate,Vaccines,25/4/2019 0:00,C000001240,71000
100000031,100000002,Integrate,Vaccines,3/5/2019 0:00,C000000324,0
100000031,100000002,Integrate,Vaccines,3/5/2019 0:00,C000000877,25840
100000031,100000002,Integrate,Vaccines,28/5/2019 0:00,C000000291,0
100000031,100000002,Integrate,Vaccines,28/5/2019 0:00,C000001201,204000
100000031,100000002,Integrate,Vaccines,15/6/2019 0:00,C000000126,153000
100000031,100000002,Integrate,Vaccines,15/6/2019 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000142,5400
100000031,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000291,0
100000031,100000002,Integrate,Vaccines,25/6/2019 0:00,C000000343,0
100000031,100000002,Integrate,Vaccines,25/6/2019 0:00,C000001201,323000
100000031,100000002,Integrate,Vaccines,27/6/2019 0:00,C000001201,64600
100000037,100000002,Integrate,Antibiotic,30/1/2019 0:00,C000000597,1125000
100000037,100000002,Integrate,Antibiotic,14/3/2019 0:00,C000000597,1125000
100000037,100000002,Integrate,Antibiotic,4/4/2019 0:00,C000000597,1125000
100000037,100000002,Integrate,Antibiotic,7/5/2019 0:00,C000000597,1125000
100000037,100000002,Integrate,Antibiotic,4/6/2019 0:00,C000000597,1125000
100000037,100000002,Integrate,Feed Additive,15/1/2019 0:00,V300000089,51200
100000037,100000002,Integrate,Feed Additive,25/1/2019 0:00,V300000089,64000
100000037,100000002,Integrate,Feed Additive,14/5/2019 0:00,V210000002,30000
100000037,100000002,Integrate,Feed Additive,13/6/2019 0:00,V210000002,30000
100000037,100000002,Integrate,Others Animal Health,15/1/2019 0:00,C000000557,475000
100000037,100000002,Integrate,Others Animal Health,1/2/2019 0:00,C000000557,475000
100000037,100000002,Integrate,Others Animal Health,18/2/2019 0:00,C000000557,475000
100000037,100000002,Integrate,Others Animal Health,14/3/2019 0:00,C000000557,475000
100000049,100000049,Food Service,Others Animal Health,18/4/2019 0:00,Q000011348,18000
100000060,100000060,Food Service,Disinfectants,27/5/2019 0:00,Q000014402,2250
100000060,100000060,Food Service,Others Animal Health,27/5/2019 0:00,Q000011356,1800
100000062,100000062,Industrial,Others Animal Health,16/1/2019 0:00,Q000011380,4800
100000062,100000062,Industrial,Others Animal Health,18/2/2019 0:00,Q000011380,4800
100000062,100000062,Industrial,Others Animal Health,14/3/2019 0:00,Q000011363,14670
100000062,100000062,Industrial,Others Animal Health,1/4/2019 0:00,Q000011380,4800
100000062,100000062,Industrial,Others Animal Health,14/5/2019 0:00,Q000011363,14670
100000062,100000062,Industrial,Others Animal Health,11/6/2019 0:00,Q000011363,14670
100000062,100000062,Industrial,Others Animal Health,11/6/2019 0:00,Q000011380,4800
100000064,100000089,Integrate,Vaccines,14/2/2019 0:00,C000000126,206340
100000064,100000089,Integrate,Vaccines,14/2/2019 0:00,C000000344,0
100000064,100000089,Integrate,Vaccines,27/2/2019 0:00,C000000126,7600
100000064,100000089,Integrate,Vaccines,27/2/2019 0:00,C000000344,0
100000064,100000089,Integrate,Vaccines,23/4/2019 0:00,C000000126,206340
100000064,100000089,Integrate,Vaccines,23/4/2019 0:00,C000000344,0
100000066,100000066,Agent,Antibiotic,22/5/2019 0:00,C000000222,7200
100000066,100000066,Agent,Feed Additive,10/4/2019 0:00,V170700011,200000
100000066,100000066,Agent,Feed Additive,29/4/2019 0:00,V170400017,385000
100000066,100000066,Agent,Feed Additive,30/4/2019 0:00,V160300030,34800
100000066,100000066,Agent,Feed Additive,25/5/2019 0:00,V170700011,121500
100000066,100000066,Agent,Feed Additive,14/6/2019 0:00,V170400017,380000
100000066,100000066,Agent,Feed Additive,29/6/2019 0:00,V170400017,740000
100000068,100000068,Agent,Feed Additive,24/4/2019 0:00,V170400017,1125
100000068,100000068,Agent,Feed Additive,24/4/2019 0:00,V170500002,4000
100000068,100000068,Agent,Feed Additive,25/4/2019 0:00,V170400017,3375
100000071,100000089,Integrate,Others Animal Health,3/4/2019 0:00,Q000011417,19350
100000071,100000089,Integrate,Vaccines,5/1/2019 0:00,C000000128,175000
100000071,100000089,Integrate,Vaccines,5/1/2019 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,10/1/2019 0:00,C000000128,210000
100000071,100000089,Integrate,Vaccines,10/1/2019 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,12/1/2019 0:00,C000000126,760
100000071,100000089,Integrate,Vaccines,12/1/2019 0:00,C000000344,0
100000071,100000089,Integrate,Vaccines,14/1/2019 0:00,C000000298,229900
100000071,100000089,Integrate,Vaccines,14/1/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,16/1/2019 0:00,C000000128,140000
100000071,100000089,Integrate,Vaccines,16/1/2019 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,22/1/2019 0:00,C000000128,525000
100000071,100000089,Integrate,Vaccines,22/1/2019 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,25/1/2019 0:00,C000000298,130625
100000071,100000089,Integrate,Vaccines,25/1/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,2/2/2019 0:00,C000000298,172425
100000071,100000089,Integrate,Vaccines,2/2/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,14/2/2019 0:00,C000000126,11400
100000071,100000089,Integrate,Vaccines,14/2/2019 0:00,C000000344,0
100000071,100000089,Integrate,Vaccines,7/3/2019 0:00,C000000128,210000
100000071,100000089,Integrate,Vaccines,7/3/2019 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,20/3/2019 0:00,C000000128,175000
100000071,100000089,Integrate,Vaccines,20/3/2019 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,28/3/2019 0:00,C000000298,300000
100000071,100000089,Integrate,Vaccines,28/3/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,22/4/2019 0:00,C000000126,4750
100000071,100000089,Integrate,Vaccines,22/4/2019 0:00,C000000344,0
100000071,100000089,Integrate,Vaccines,29/4/2019 0:00,C000000126,8550
100000071,100000089,Integrate,Vaccines,29/4/2019 0:00,C000000344,0
100000071,100000089,Integrate,Vaccines,4/5/2019 0:00,C000000126,6080
100000071,100000089,Integrate,Vaccines,4/5/2019 0:00,C000000344,0
100000071,100000089,Integrate,Vaccines,9/5/2019 0:00,C000000298,125000
100000071,100000089,Integrate,Vaccines,9/5/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,13/6/2019 0:00,C000000298,160000
100000071,100000089,Integrate,Vaccines,13/6/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,17/6/2019 0:00,C000000298,225000
100000071,100000089,Integrate,Vaccines,17/6/2019 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,29/6/2019 0:00,C000000128,350000
100000071,100000089,Integrate,Vaccines,29/6/2019 0:00,C000000648,0
100000075,100000075,Industrial,Disinfectants,12/1/2019 0:00,Q000011282,8600
100000075,100000075,Industrial,Disinfectants,30/1/2019 0:00,Q000011282,8600
100000075,100000075,Industrial,Disinfectants,11/3/2019 0:00,Q000011282,4300
100000075,100000075,Industrial,Disinfectants,22/6/2019 0:00,Q000011282,4300
100000075,100000075,Industrial,Premixes,12/1/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,25/1/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,9/2/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,26/2/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,22/3/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,2/5/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,1/6/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,20/6/2019 0:00,V190100020,38000
100000075,100000075,Industrial,Premixes,27/6/2019 0:00,V190100020,38000
100000083,100000083,Integrate,Antibiotic,3/1/2019 0:00,C000000843,385000
100000083,100000083,Integrate,Antibiotic,4/1/2019 0:00,C000000481,168000
100000083,100000083,Integrate,Antibiotic,8/1/2019 0:00,C000000477,360000
100000083,100000083,Integrate,Antibiotic,9/1/2019 0:00,C000000481,84000
100000083,100000083,Integrate,Antibiotic,9/1/2019 0:00,C000000843,250000
100000083,100000083,Integrate,Antibiotic,1/2/2019 0:00,C000000477,180000
100000083,100000083,Integrate,Antibiotic,1/2/2019 0:00,C000000481,224000
100000083,100000083,Integrate,Antibiotic,1/2/2019 0:00,C000000597,75000
100000083,100000083,Integrate,Antibiotic,1/2/2019 0:00,C000000843,550000
100000083,100000083,Integrate,Antibiotic,7/2/2019 0:00,C000000843,25000
100000083,100000083,Integrate,Antibiotic,11/2/2019 0:00,C000000597,225000
