Customer_Code,Family_Code,Channel,Product_Group,Postdate,Material Code,Sale_Value
100000003,100000566,Integrate,Others Animal Health,19/4/2018 0:00,Q000011509,22800
100000003,100000566,Integrate,Others Animal Health,2/5/2018 0:00,Q000011417,8340
100000003,100000566,Integrate,Others Animal Health,5/5/2018 0:00,Q000011417,4170
100000003,100000566,Integrate,Others Animal Health,8/5/2018 0:00,Q000011417,16680
100000003,100000566,Integrate,Others Animal Health,10/5/2018 0:00,Q000011417,8340
100000003,100000566,Integrate,Others Animal Health,10/5/2018 0:00,Q000011509,91200
100000003,100000566,Integrate,Others Animal Health,14/5/2018 0:00,Q000011416,9000
100000003,100000566,Integrate,Others Animal Health,14/5/2018 0:00,Q000011417,29190
100000003,100000566,Integrate,Others Animal Health,21/5/2018 0:00,Q000011417,10425
100000003,100000566,Integrate,Others Animal Health,1/6/2018 0:00,Q000011416,21600
100000003,100000566,Integrate,Others Animal Health,1/6/2018 0:00,Q000011417,13900
100000003,100000566,Integrate,Others Animal Health,5/6/2018 0:00,Q000011416,3600
100000003,100000566,Integrate,Others Animal Health,6/6/2018 0:00,Q000011417,25020
100000003,100000566,Integrate,Others Animal Health,6/6/2018 0:00,Q000011509,38000
100000003,100000566,Integrate,Others Animal Health,22/6/2018 0:00,Q000011417,8340
100000004,100000004,Farm,Antibiotic,16/1/2018 0:00,C000000597,75000
100000004,100000004,Farm,Antibiotic,19/1/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,24/1/2018 0:00,C000000508,58000
100000004,100000004,Farm,Antibiotic,1/2/2018 0:00,C000000508,87000
100000004,100000004,Farm,Antibiotic,1/2/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,14/2/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,27/2/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,2/3/2018 0:00,C000000508,57000
100000004,100000004,Farm,Antibiotic,14/3/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,20/3/2018 0:00,C000000508,57000
100000004,100000004,Farm,Antibiotic,3/4/2018 0:00,C000000508,85500
100000004,100000004,Farm,Antibiotic,3/4/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,7/4/2018 0:00,C000000508,85500
100000004,100000004,Farm,Antibiotic,7/4/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,23/5/2018 0:00,C000000508,56500
100000004,100000004,Farm,Antibiotic,23/5/2018 0:00,C000000597,112500
100000004,100000004,Farm,Antibiotic,13/6/2018 0:00,C000000508,55000
100000004,100000004,Farm,Antibiotic,13/6/2018 0:00,C000000597,75000
100000004,100000004,Farm,Antibiotic,20/6/2018 0:00,C000000597,75000
100000004,100000004,Farm,Disinfectants,24/1/2018 0:00,Q000010992,10000
100000004,100000004,Farm,Disinfectants,24/1/2018 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,7/2/2018 0:00,Q000010992,10000
100000004,100000004,Farm,Disinfectants,7/2/2018 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,6/3/2018 0:00,Q000010992,8000
100000004,100000004,Farm,Disinfectants,6/3/2018 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,3/4/2018 0:00,Q000010992,10000
100000004,100000004,Farm,Disinfectants,7/4/2018 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,17/5/2018 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,12/6/2018 0:00,Q000011523,25000
100000004,100000004,Farm,Disinfectants,13/6/2018 0:00,Q000010992,6250
100000004,100000004,Farm,Feed Additive,30/1/2018 0:00,V170500002,206000
100000004,100000004,Farm,Feed Additive,7/2/2018 0:00,V170400017,250000
100000004,100000004,Farm,Feed Additive,14/2/2018 0:00,V230000027,120000
100000004,100000004,Farm,Feed Additive,27/2/2018 0:00,V230000027,90000
100000004,100000004,Farm,Feed Additive,23/3/2018 0:00,V170500002,192000
100000004,100000004,Farm,Feed Additive,27/3/2018 0:00,V170400017,240000
100000004,100000004,Farm,Feed Additive,27/3/2018 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,3/4/2018 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,7/4/2018 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,2/5/2018 0:00,V170500019,190000
100000004,100000004,Farm,Feed Additive,2/5/2018 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,17/5/2018 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,30/5/2018 0:00,V170400017,225000
100000004,100000004,Farm,Feed Additive,30/5/2018 0:00,V230000027,60000
100000004,100000004,Farm,Feed Additive,12/6/2018 0:00,V170500002,138000
100000004,100000004,Farm,Feed Additive,13/6/2018 0:00,V230000027,40000
100000004,100000004,Farm,Feed Additive,26/6/2018 0:00,V230000027,40000
100000004,100000004,Farm,Feed Additive,28/6/2018 0:00,V230000027,80000
100000004,100000004,Farm,Injection,16/1/2018 0:00,C000000277,4320
100000004,100000004,Farm,Injection,16/1/2018 0:00,C000000294,6600
100000004,100000004,Farm,Injection,7/2/2018 0:00,C000000294,12600
100000004,100000004,Farm,Injection,6/3/2018 0:00,C000000277,4320
100000004,100000004,Farm,Injection,3/4/2018 0:00,C000000293,6000
100000004,100000004,Farm,Injection,25/4/2018 0:00,C000000277,4320
100000004,100000004,Farm,Injection,26/6/2018 0:00,C000000277,4320
100000004,100000004,Farm,Others Animal Health,24/1/2018 0:00,C000000245,2500
100000004,100000004,Farm,Others Animal Health,1/2/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,1/2/2018 0:00,C000000290,18000
100000004,100000004,Farm,Others Animal Health,14/3/2018 0:00,C000000245,5000
100000004,100000004,Farm,Others Animal Health,20/3/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,20/3/2018 0:00,Q000011351,1600
100000004,100000004,Farm,Others Animal Health,3/4/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,3/4/2018 0:00,C000000561,25000
100000004,100000004,Farm,Others Animal Health,2/5/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,8/5/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,11/5/2018 0:00,C000000561,25000
100000004,100000004,Farm,Others Animal Health,11/5/2018 0:00,Q000011348,2250
100000004,100000004,Farm,Others Animal Health,1/6/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,1/6/2018 0:00,C000000245,2500
100000004,100000004,Farm,Others Animal Health,1/6/2018 0:00,C000000561,25000
100000004,100000004,Farm,Others Animal Health,20/6/2018 0:00,C000000188,4980
100000004,100000004,Farm,Others Animal Health,26/6/2018 0:00,C000000561,25000
100000004,100000004,Farm,Others Animal Health,27/6/2018 0:00,Q000010959,32400
100000004,100000004,Farm,Others Animal Health,27/6/2018 0:00,Q000012647,19500
100000004,100000004,Farm,Vaccines,5/2/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,21/2/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,27/2/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,6/3/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,14/3/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,27/3/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,2/4/2018 0:00,C000000394,32500
100000004,100000004,Farm,Vaccines,3/4/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,7/4/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,10/5/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,23/5/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,20/6/2018 0:00,C000000387,75000
100000004,100000004,Farm,Vaccines,22/6/2018 0:00,C000000387,75000
100000005,SURAWIT_F,Farm,Vaccines,23/1/2018 0:00,C000000324,0
100000005,SURAWIT_F,Farm,Vaccines,23/1/2018 0:00,C000000877,70000
100000006,100000006,Agent,Feed Additive,18/1/2018 0:00,V160300013,42000
100000006,100000006,Agent,Feed Additive,23/1/2018 0:00,V160300030,278400
100000006,100000006,Agent,Feed Additive,1/2/2018 0:00,V170400017,51000
100000006,100000006,Agent,Feed Additive,15/2/2018 0:00,V170400017,51000
100000006,100000006,Agent,Feed Additive,5/3/2018 0:00,V160300013,20625
100000006,100000006,Agent,Feed Additive,23/3/2018 0:00,V170400017,100000
100000006,100000006,Agent,Feed Additive,12/4/2018 0:00,V160300013,41250
100000006,100000006,Agent,Feed Additive,4/5/2018 0:00,V170400017,50000
100000006,100000006,Agent,Feed Additive,2/6/2018 0:00,V170400017,50000
100000006,100000006,Agent,Feed Additive,12/6/2018 0:00,V170400017,100000
100000025,100000025,Industrial,Disinfectants,20/4/2018 0:00,Q000011389,20250
100000025,100000025,Industrial,Disinfectants,17/5/2018 0:00,Q000011389,18000
100000028,100000002,Integrate,Injection,1/2/2018 0:00,C000000261,24000
100000028,100000002,Integrate,Injection,28/5/2018 0:00,C000000261,24000
100000028,100000002,Integrate,Vaccines,17/1/2018 0:00,C000000296,532800
100000028,100000002,Integrate,Vaccines,17/1/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,1/2/2018 0:00,C000000252,252000
100000028,100000002,Integrate,Vaccines,1/2/2018 0:00,C000000298,165000
100000028,100000002,Integrate,Vaccines,1/2/2018 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,1/2/2018 0:00,C000000641,20500
100000028,100000002,Integrate,Vaccines,1/2/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,16/2/2018 0:00,C000000252,324000
100000028,100000002,Integrate,Vaccines,16/2/2018 0:00,C000000296,144000
100000028,100000002,Integrate,Vaccines,16/2/2018 0:00,C000000298,110000
100000028,100000002,Integrate,Vaccines,16/2/2018 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,16/2/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000105,20000
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000252,180000
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000296,180000
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000298,275000
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000641,153750
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,3/4/2018 0:00,C000000671,0
100000028,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000252,72000
100000028,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000296,72000
100000028,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000298,55000
100000028,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,8/5/2018 0:00,C000000105,20000
100000028,100000002,Integrate,Vaccines,8/5/2018 0:00,C000000641,287000
100000028,100000002,Integrate,Vaccines,8/5/2018 0:00,C000000671,0
100000028,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000252,288000
100000028,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000296,288000
100000028,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000298,82500
100000028,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,23/5/2018 0:00,C000000252,216000
100000028,100000002,Integrate,Vaccines,23/5/2018 0:00,C000000296,216000
100000028,100000002,Integrate,Vaccines,23/5/2018 0:00,C000000298,110000
100000028,100000002,Integrate,Vaccines,23/5/2018 0:00,C000000324,0
100000028,100000002,Integrate,Vaccines,23/5/2018 0:00,C000000647,0
100000028,100000002,Integrate,Vaccines,30/5/2018 0:00,C000000105,40000
100000028,100000002,Integrate,Vaccines,30/5/2018 0:00,C000000641,307500
100000028,100000002,Integrate,Vaccines,30/5/2018 0:00,C000000671,0
100000031,100000002,Integrate,Vaccines,16/1/2018 0:00,C000000126,80000
100000031,100000002,Integrate,Vaccines,16/1/2018 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,24/1/2018 0:00,C000000126,40000
100000031,100000002,Integrate,Vaccines,24/1/2018 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,7/3/2018 0:00,C000000126,55800
100000031,100000002,Integrate,Vaccines,7/3/2018 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,26/3/2018 0:00,C000000252,129600
100000031,100000002,Integrate,Vaccines,26/3/2018 0:00,C000000296,129600
100000031,100000002,Integrate,Vaccines,26/3/2018 0:00,C000000647,0
100000031,100000002,Integrate,Vaccines,19/4/2018 0:00,C000000252,270000
100000031,100000002,Integrate,Vaccines,19/4/2018 0:00,C000000296,270000
100000031,100000002,Integrate,Vaccines,19/4/2018 0:00,C000000647,0
100000031,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000126,1800
100000031,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000128,0
100000031,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000298,110000
100000031,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000324,0
100000031,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,2/5/2018 0:00,C000000674,0
100000031,100000002,Integrate,Vaccines,3/5/2018 0:00,C000000126,1800
100000031,100000002,Integrate,Vaccines,3/5/2018 0:00,C000000344,0
100000031,100000002,Integrate,Vaccines,3/5/2018 0:00,C000000643,0
100000031,100000002,Integrate,Vaccines,3/5/2018 0:00,C000000674,0
100000031,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000298,198000
100000031,100000002,Integrate,Vaccines,14/5/2018 0:00,C000000324,0
100000034,,Farm,Others Animal Health,24/1/2018 0:00,Q000011417,4080
100000034,,Farm,Others Animal Health,24/1/2018 0:00,Q000011418,1550
100000034,,Farm,Others Animal Health,15/2/2018 0:00,Q000011417,4080
100000034,,Farm,Others Animal Health,13/3/2018 0:00,Q000011418,1550
100000034,,Farm,Others Animal Health,26/3/2018 0:00,Q000011416,5100
100000034,,Farm,Others Animal Health,7/4/2018 0:00,Q000011416,3400
100000037,100000002,Integrate,Antibiotic,3/1/2018 0:00,C000000535,850000
100000037,100000002,Integrate,Antibiotic,3/1/2018 0:00,C000000597,570000
100000037,100000002,Integrate,Antibiotic,5/1/2018 0:00,C000000597,180000
100000037,100000002,Integrate,Antibiotic,30/1/2018 0:00,C000000535,850000
100000037,100000002,Integrate,Antibiotic,30/1/2018 0:00,C000000597,750000
100000037,100000002,Integrate,Antibiotic,27/2/2018 0:00,C000000535,850000
100000037,100000002,Integrate,Antibiotic,27/2/2018 0:00,C000000597,750000
100000037,100000002,Integrate,Antibiotic,10/5/2018 0:00,C000000597,750000
100000037,100000002,Integrate,Antibiotic,14/5/2018 0:00,C000000843,540000
100000037,100000002,Integrate,Antibiotic,24/5/2018 0:00,C000000597,1500000
100000037,100000002,Integrate,Antibiotic,18/6/2018 0:00,C000000843,540000
100000037,100000002,Integrate,Antibiotic,21/6/2018 0:00,C000000597,750000
100000037,100000002,Integrate,Feed Additive,3/3/2018 0:00,V300000015,64000
100000037,100000002,Integrate,Feed Additive,11/5/2018 0:00,V300000015,51200
100000037,100000002,Integrate,Feed Additive,14/5/2018 0:00,V350000015,103500
100000049,100000049,Food Service,Others Animal Health,22/3/2018 0:00,Q000011348,18000
100000049,100000049,Food Service,Others Animal Health,7/5/2018 0:00,Q000011348,18000
100000049,100000049,Food Service,Others Animal Health,5/6/2018 0:00,Q000011348,18000
100000060,100000060,Food Service,Others Animal Health,5/4/2018 0:00,Q000011356,1800
100000061,100000968,Industrial,Premixes,30/1/2018 0:00,V190100023,160000
100000061,100000968,Industrial,Premixes,10/2/2018 0:00,V190100023,160000
100000061,100000968,Industrial,Premixes,8/3/2018 0:00,V190100519,590000
100000061,100000968,Industrial,Premixes,19/3/2018 0:00,V190100519,590000
100000061,100000968,Industrial,Premixes,20/3/2018 0:00,V190100023,292000
100000061,100000968,Industrial,Premixes,9/4/2018 0:00,V190100023,292000
100000061,100000968,Industrial,Premixes,2/5/2018 0:00,V190100519,1180000
100000061,100000968,Industrial,Premixes,3/5/2018 0:00,V190100023,292000
100000061,100000968,Industrial,Premixes,15/5/2018 0:00,V190100023,292000
100000061,100000968,Industrial,Premixes,15/6/2018 0:00,V190100023,584000
100000062,100000062,Industrial,Others Animal Health,24/1/2018 0:00,Q000011380,3800
100000062,100000062,Industrial,Others Animal Health,23/3/2018 0:00,Q000011380,4800
100000062,100000062,Industrial,Others Animal Health,10/4/2018 0:00,Q000011363,14670
100000062,100000062,Industrial,Others Animal Health,23/4/2018 0:00,Q000011380,4800
100000062,100000062,Industrial,Others Animal Health,7/6/2018 0:00,Q000011363,4890
100000062,100000062,Industrial,Others Animal Health,13/6/2018 0:00,Q000011363,9780
100000064,100000089,Integrate,Vaccines,15/1/2018 0:00,C000000126,171950
100000064,100000089,Integrate,Vaccines,15/1/2018 0:00,C000000344,0
100000064,100000089,Integrate,Vaccines,17/3/2018 0:00,C000000125,49749
100000064,100000089,Integrate,Vaccines,17/3/2018 0:00,C000000126,195700
100000064,100000089,Integrate,Vaccines,17/3/2018 0:00,C000000344,0
100000064,100000089,Integrate,Vaccines,23/5/2018 0:00,C000000125,52320
100000064,100000089,Integrate,Vaccines,23/5/2018 0:00,C000000126,206340
100000064,100000089,Integrate,Vaccines,23/5/2018 0:00,C000000344,0
100000066,100000066,Agent,Antibiotic,13/2/2018 0:00,C000000222,7200
100000066,100000066,Agent,Antibiotic,22/2/2018 0:00,C000000219,5760
100000066,100000066,Agent,Feed Additive,6/2/2018 0:00,V170700011,310000
100000066,100000066,Agent,Feed Additive,8/3/2018 0:00,V170500002,558000
100000066,100000066,Agent,Feed Additive,27/4/2018 0:00,V170400017,460000
100000066,100000066,Agent,Feed Additive,27/4/2018 0:00,V170700011,253750
100000066,100000066,Agent,Feed Additive,15/5/2018 0:00,V170700011,148500
100000066,100000066,Agent,Feed Additive,30/5/2018 0:00,V170400017,445000
100000066,100000066,Agent,Feed Additive,30/5/2018 0:00,V170700011,247500
100000066,100000066,Agent,Feed Additive,31/5/2018 0:00,V170700011,250000
100000066,100000066,Agent,Feed Additive,14/6/2018 0:00,V170500002,440000
100000068,100000068,Agent,Feed Additive,3/1/2018 0:00,V161100002,240000
100000068,100000068,Agent,Feed Additive,16/1/2018 0:00,V170400017,5200
100000068,100000068,Agent,Feed Additive,16/1/2018 0:00,V170500019,5300
100000068,100000068,Agent,Feed Additive,1/2/2018 0:00,V161100002,360000
100000071,100000089,Integrate,Injection,5/6/2018 0:00,C000000197,2880
100000071,100000089,Integrate,Vaccines,4/1/2018 0:00,C000000128,343700
100000071,100000089,Integrate,Vaccines,4/1/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,11/1/2018 0:00,C000000113,13200
100000071,100000089,Integrate,Vaccines,11/1/2018 0:00,C000000128,125300
100000071,100000089,Integrate,Vaccines,11/1/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,11/1/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,11/1/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,12/1/2018 0:00,C000000128,187600
100000071,100000089,Integrate,Vaccines,12/1/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,17/1/2018 0:00,C000000128,156100
100000071,100000089,Integrate,Vaccines,17/1/2018 0:00,C000000298,125400
100000071,100000089,Integrate,Vaccines,17/1/2018 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,17/1/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,24/1/2018 0:00,C000000128,280000
100000071,100000089,Integrate,Vaccines,24/1/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,26/1/2018 0:00,C000000128,125300
100000071,100000089,Integrate,Vaccines,26/1/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,1/2/2018 0:00,C000000128,210000
100000071,100000089,Integrate,Vaccines,1/2/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,5/2/2018 0:00,C000000128,125300
100000071,100000089,Integrate,Vaccines,5/2/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,14/2/2018 0:00,C000000128,365400
100000071,100000089,Integrate,Vaccines,14/2/2018 0:00,C000000648,0
100000071,100000089,Integrate,Vaccines,20/2/2018 0:00,C000000113,8250
100000071,100000089,Integrate,Vaccines,20/2/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,20/2/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,2/3/2018 0:00,C000000298,209000
100000071,100000089,Integrate,Vaccines,2/3/2018 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,9/3/2018 0:00,C000000113,16200
100000071,100000089,Integrate,Vaccines,9/3/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,9/3/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,23/3/2018 0:00,C000000113,13200
100000071,100000089,Integrate,Vaccines,23/3/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,23/3/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,3/4/2018 0:00,C000000298,114950
100000071,100000089,Integrate,Vaccines,3/4/2018 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,26/4/2018 0:00,C000000298,235125
100000071,100000089,Integrate,Vaccines,26/4/2018 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,2/5/2018 0:00,C000000113,1350
100000071,100000089,Integrate,Vaccines,2/5/2018 0:00,C000000126,1140
100000071,100000089,Integrate,Vaccines,2/5/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,2/5/2018 0:00,C000000344,0
100000071,100000089,Integrate,Vaccines,2/5/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,15/5/2018 0:00,C000000298,167200
100000071,100000089,Integrate,Vaccines,15/5/2018 0:00,C000000324,0
100000071,100000089,Integrate,Vaccines,24/5/2018 0:00,C000000113,8250
100000071,100000089,Integrate,Vaccines,24/5/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,24/5/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,15/6/2018 0:00,C000000113,13200
100000071,100000089,Integrate,Vaccines,15/6/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,15/6/2018 0:00,C000000454,0
100000071,100000089,Integrate,Vaccines,22/6/2018 0:00,C000000113,8250
100000071,100000089,Integrate,Vaccines,22/6/2018 0:00,C000000129,0
100000071,100000089,Integrate,Vaccines,22/6/2018 0:00,C000000454,0
100000075,100000075,Industrial,Disinfectants,10/1/2018 0:00,Q000011282,8600
100000075,100000075,Industrial,Disinfectants,20/2/2018 0:00,Q000011282,4300
100000075,100000075,Industrial,Disinfectants,7/4/2018 0:00,Q000011282,4300
100000075,100000075,Industrial,Disinfectants,1/6/2018 0:00,Q000011282,12900
